latitude,longitude,avg_ride_cost
40.68,-73.69,20.130000000000003
40.73,-73.72,20.122500000000002
40.73,-74.1,20.055
40.67,-74.02,20.038571428571434
36.99,-76.38,20.0
40.69,-73.85,19.927171717171714
40.6,-73.91,19.89166666666667
40.86,-74.1,19.89
40.61,-73.76,19.87
40.7,-73.8,19.84078947368421
40.73,-73.77,19.799999999999997
40.66,-74.0,19.778014440433214
40.74,-73.71,19.685909090909092
40.77,-74.05,19.666000000000004
40.73,-73.8,19.657142857142855
40.83,-73.82,19.633333333333336
40.67,-73.88,19.618000000000002
40.82,-73.82,19.614615384615387
42.08,-77.33,19.56
35.87,-71.06,19.56
40.59,-73.81,19.549999999999997
40.58,-73.96,19.538666666666664
40.86,-73.86,19.504090909090912
40.83,-73.83,19.486666666666668
40.62,-73.92,19.47666666666667
40.6,-73.95,19.442777777777778
40.78,-73.81,19.4425
40.77,-73.84,19.40651162790698
40.69,-73.88,19.400000000000002
40.85,-73.85,19.378947368421056
40.65,-73.89,19.351000000000003
40.78,-73.84,19.322500000000005
40.72,-73.75,19.31130434782609
40.65,-74.01,19.28646853146853
40.89,-73.84,19.271666666666665
40.65,-73.94,19.200689655172418
40.85,-73.87,19.197857142857142
40.89,-74.03,19.19
40.74,-73.81,19.14714285714286
40.72,-74.26,19.133333333333336
40.6,-73.73,19.10125
40.65,-73.97,19.08017595307918
40.88,-73.88,19.067714285714278
40.65,-73.91,19.065000000000005
40.72,-73.92,19.058333333333334
40.63,-73.9,19.056
40.88,-73.83,19.03333333333333
40.61,-73.97,19.001489361702127
40.86,-73.87,18.97741935483871
40.63,-73.74,18.96666666666667
41.04,-73.63,18.95
40.89,-73.91,18.93226666666666
40.61,-74.04,18.930769230769236
40.89,-74.18,18.92
40.75,-73.67,18.913333333333334
40.85,-73.84,18.853
40.84,-73.94,18.851356986716013
40.86,-73.93,18.847245762711868
40.63,-74.01,18.8453125
40.62,-74.03,18.828061224489794
38.94,-79.83,18.8
41.53,-74.33,18.8
40.63,-74.16,18.8
40.87,-73.92,18.780994764397906
40.7,-74.06,18.78
40.69,-73.91,18.774545454545457
40.7,-74.0,18.773636363636363
40.65,-73.92,18.77235294117648
40.83,-73.84,18.754615384615388
40.74,-73.78,18.749999999999996
40.61,-73.92,18.739583333333332
40.63,-73.96,18.71485981308411
40.69,-74.0,18.679542412451376
40.74,-73.95,18.67925745497487
40.72,-73.84,18.671871609403254
40.75,-74.07,18.65
40.85,-73.94,18.641917241379293
40.61,-74.16,18.633333333333336
40.87,-73.93,18.602012288786483
40.67,-73.9,18.594838709677422
40.63,-73.95,18.56523076923077
40.58,-74.24,18.5
43.01,-78.97,18.5
40.64,-73.94,18.467058823529413
40.77,-73.76,18.432
40.87,-73.9,18.427159090909086
40.69,-73.79,18.426666666666666
40.63,-74.03,18.426666666666662
40.87,-73.95,18.425
40.72,-73.89,18.422500000000003
40.75,-73.8,18.416
40.63,-74.0,18.402093023255812
40.74,-73.93,18.360628409338876
35.28,-79.36,18.36
40.75,-73.78,18.339285714285715
40.7,-73.88,18.325000000000003
40.75,-73.83,18.323
40.84,-74.04,18.3
40.74,-73.7,18.3
40.88,-74.08,18.3
40.6,-73.98,18.285625
40.72,-73.91,18.26142857142857
40.64,-73.97,18.249373368146216
40.68,-74.0,18.24406419907992
40.9,-73.85,18.240000000000002
40.6,-73.94,18.223076923076924
40.71,-74.02,18.19992449260086
40.64,-73.96,18.15236933797909
40.7,-74.02,18.12416100365916
40.61,-73.96,18.10808219178082
40.71,-74.01,18.10736709483222
40.72,-73.82,18.095403225806447
40.84,-73.93,18.070253164556963
40.64,-73.9,18.063846153846153
40.84,-73.86,18.05271739130435
40.7,-73.85,18.023818181818182
40.74,-74.02,18.021250000000002
40.68,-73.89,18.01887323943662
40.63,-74.02,18.01038759689922
40.66,-73.84,18.006666666666668
40.6,-73.96,17.971463414634147
40.81,-73.84,17.964
40.64,-73.91,17.942500000000003
40.71,-74.38,17.925
40.7,-73.84,17.92461538461539
40.71,-73.83,17.91228301886792
40.85,-73.89,17.878999999999998
40.62,-73.94,17.86216216216216
40.67,-73.73,17.815
40.76,-73.78,17.805483870967745
41.17,-70.91,17.8
41.04,-74.38,17.8
40.65,-73.56,17.76
40.69,-73.9,17.75433333333334
40.72,-73.87,17.732786885245897
40.69,-73.82,17.691555555555553
40.7,-73.99,17.684068395210677
40.72,-73.79,17.65921052631579
40.65,-73.98,17.654104803493457
40.65,-73.95,17.643925925925924
40.85,-73.88,17.570625
40.81,-73.83,17.55
40.66,-73.99,17.49939271255061
40.86,-73.92,17.497216494845357
40.85,-73.93,17.495103532277717
40.61,-73.95,17.480476190476196
40.82,-73.85,17.47352941176471
40.86,-73.91,17.45342857142857
40.78,-73.85,17.44928571428572
40.69,-73.99,17.41734743811167
40.72,-74.02,17.416988827156743
40.62,-74.0,17.414426229508198
40.7,-73.98,17.375025716384993
40.76,-73.82,17.35571428571429
40.7,-73.73,17.34333333333333
40.93,-74.1,17.3
38.14,-76.97,17.3
40.59,-73.93,17.29984615384615
40.63,-73.94,17.280227272727274
40.64,-73.93,17.25588235294118
40.6,-73.74,17.204285714285717
40.76,-73.83,17.201996047430836
40.68,-73.91,17.199903846153845
40.8,-73.91,17.166136363636365
40.88,-73.87,17.148846153846158
40.78,-73.92,17.148346456692916
40.64,-74.02,17.126418604651167
40.86,-73.89,17.102127659574464
40.84,-73.91,17.09716129032258
40.83,-73.86,17.093641618497113
40.63,-73.92,17.063888888888886
40.62,-73.99,17.06115789473684
41.09,-73.45,17.05
40.77,-74.22,17.05
40.61,-73.72,17.05
40.62,-73.93,17.049142857142854
40.69,-74.02,16.99
40.67,-73.94,16.96446475195823
40.77,-73.83,16.964236111111113
40.73,-73.96,16.94495367510809
40.83,-73.87,16.92516129032258
40.69,-73.83,16.904534883720927
40.75,-73.96,16.897021276595726
40.84,-73.96,16.89
40.72,-73.97,16.884277929155314
40.84,-73.83,16.883333333333333
40.66,-73.98,16.879421686746994
40.72,-73.88,16.86565217391305
40.75,-73.71,16.855918367346934
40.73,-73.82,16.81152542372881
40.64,-73.92,16.809375
40.67,-73.99,16.808688157600173
40.61,-73.82,16.8
40.75,-73.76,16.799999999999997
40.81,-73.89,16.781176470588235
40.72,-73.73,16.778636363636366
40.65,-73.96,16.770584415584423
40.8,-73.98,16.767090301003346
40.59,-73.97,16.74863636363637
41.09,-73.89,16.7
40.81,-73.9,16.690208333333334
40.85,-73.79,16.675
40.62,-74.01,16.674
40.73,-73.94,16.66928191489362
40.67,-73.97,16.65433114035088
40.57,-74.11,16.633333333333336
40.58,-73.75,16.626666666666665
40.59,-73.75,16.609310344827584
40.64,-73.95,16.60827380952381
40.6,-74.06,16.6075
40.6,-74.0,16.604615384615386
40.71,-73.79,16.599523809523806
40.66,-73.87,16.59166666666667
40.66,-73.96,16.589876623376615
40.77,-74.45,16.57
40.68,-73.9,16.56727272727273
40.65,-74.0,16.540360360360364
40.71,-74.0,16.523402022188247
40.74,-73.92,16.521894101770332
40.9,-73.88,16.511538461538464
40.89,-73.86,16.495500000000003
40.69,-73.64,16.466666666666665
40.71,-73.93,16.44366328257191
40.7,-73.9,16.443360000000002
40.77,-73.92,16.426603152434193
40.79,-74.08,16.42
40.7,-73.91,16.388942731277535
40.88,-73.86,16.380000000000003
40.71,-73.77,16.365161290322582
40.59,-74.16,16.335
40.59,-74.17,16.3
40.65,-74.18,16.3
40.84,-73.79,16.3
40.23,-73.37,16.3
40.9,-73.78,16.3
40.65,-73.74,16.3
40.6,-74.12,16.3
40.71,-73.98,16.298183586153236
40.67,-73.96,16.294396955503508
40.71,-73.97,16.280730797911996
40.72,-73.86,16.270319148936167
40.74,-73.83,16.265454545454546
40.78,-73.9,16.26529411764706
40.71,-73.85,16.254857142857144
40.83,-73.95,16.209410834321904
40.74,-73.9,16.178583143507954
40.67,-73.95,16.178244353182755
40.67,-74.0,16.147503001200487
40.76,-73.84,16.136999999999997
40.84,-73.87,16.11920634920635
40.85,-73.83,16.10526315789474
40.69,-74.01,16.095555555555553
40.84,-73.85,16.091372549019606
40.72,-73.94,16.087536466774704
40.67,-73.87,16.078108108108108
40.71,-73.92,16.068931924882634
40.83,-73.94,16.05030957523397
40.75,-73.74,16.050000000000004
40.62,-73.9,16.05
40.82,-73.86,16.046
40.83,-73.89,16.036744186046512
40.68,-73.94,16.01418842224745
40.71,-73.78,16.00916666666667
40.92,-73.85,15.99
40.63,-73.97,15.982676923076928
40.68,-73.99,15.974934338521388
40.68,-73.98,15.971392942788691
40.69,-73.98,15.962366390191198
40.82,-74.13,15.96
40.76,-73.8,15.940909090909095
40.77,-74.0,15.938086939869835
40.64,-74.01,15.937222222222223
40.64,-74.0,15.919999999999998
40.88,-73.91,15.891333333333334
40.61,-74.0,15.89
40.81,-73.98,15.882000000000003
40.88,-73.9,15.845655172413792
40.7,-73.83,15.839494949494949
40.68,-73.97,15.836735966735997
40.7,-73.86,15.829253731343279
40.72,-73.96,15.824247294013729
40.87,-73.91,15.821315789473688
40.81,-73.91,15.815307692307695
40.46,-73.28,15.8
40.7,-73.92,15.788475991649273
40.84,-73.88,15.784897959183672
40.71,-73.91,15.763145161290323
40.65,-73.85,15.686666666666667
40.83,-73.92,15.679430769230772
40.7,-74.03,15.6725
40.68,-73.74,15.633333333333335
40.71,-73.8,15.624397163120564
40.73,-73.79,15.605789473684213
40.78,-73.91,15.589802631578937
40.74,-73.91,15.565514824797829
40.69,-73.77,15.5625
40.69,-73.92,15.547367741935485
40.85,-73.86,15.540000000000001
40.76,-73.95,15.526196450592488
40.87,-73.89,15.524567901234565
40.58,-73.99,15.521875
40.67,-73.89,15.515937500000001
40.59,-73.96,15.492916666666668
40.82,-73.89,15.479758064516126
40.64,-73.99,15.453205128205122
40.6,-73.76,15.438846153846155
40.77,-73.91,15.431268331351578
40.67,-73.98,15.42886584575501
40.77,-73.94,15.427512437810948
40.81,-73.82,15.425
40.86,-73.9,15.415471698113205
40.75,-73.92,15.409148286392924
40.72,-73.95,15.402605228758192
40.71,-73.99,15.387589091517553
37.59,-74.82,15.36
40.67,-73.92,15.345913978494622
40.71,-73.81,15.316854460093898
40.67,-73.55,15.3
40.17,-74.45,15.3
41.49,-74.6,15.3
40.81,-73.97,15.265848045781109
40.85,-73.91,15.254648648648653
40.67,-73.93,15.243853503184713
40.7,-73.97,15.231024305555556
40.77,-73.93,15.218181818181861
40.62,-73.96,15.195068493150686
40.64,-73.98,15.183962655601665
40.73,-73.95,15.182946593001835
40.82,-73.95,15.17710231516062
40.71,-73.96,15.158409171075833
40.84,-73.9,15.15021276595745
40.76,-73.93,15.146448250861042
40.65,-73.93,15.098461538461539
40.63,-73.93,15.09409090909091
40.66,-73.91,15.09137931034483
40.63,-73.8,15.086000000000002
40.74,-73.88,15.073095549738207
40.73,-74.02,15.057045454545452
40.3,-74.48,15.05
40.82,-73.88,15.036136363636365
40.83,-73.93,15.025732484076435
40.72,-74.01,15.021719702478132
40.72,-73.9,14.9366265060241
40.72,-73.81,14.921086956521739
40.75,-73.93,14.90103644352545
40.85,-73.9,14.88293577981651
40.82,-73.9,14.866874999999999
40.71,-73.94,14.860626434896693
40.81,-73.96,14.851470357795687
40.75,-73.95,14.837071120689645
40.69,-73.93,14.817203290246777
40.71,-73.95,14.779420373739095
40.8,-73.93,14.775337893864007
40.75,-73.94,14.774865226534203
40.68,-73.95,14.773516699410603
40.72,-73.93,14.773125
40.85,-73.92,14.766238532110092
44.12,-75.93,14.76
38.66,-77.04,14.76
40.69,-73.97,14.752169421487611
40.74,-73.89,14.727176870748298
40.72,-73.8,14.719523809523809
40.7,-73.89,14.70609756097561
40.67,-73.91,14.701538461538462
40.7,-73.93,14.683488768837064
40.71,-73.74,14.65
40.73,-73.81,14.640350877192983
40.82,-73.93,14.630041208791214
40.82,-73.96,14.618839931153225
40.66,-73.89,14.615897435897436
40.66,-73.95,14.615204460966545
40.72,-73.99,14.611279273028945
40.71,-73.89,14.604857142857147
40.79,-73.89,14.59916666666667
40.68,-73.96,14.580285339455543
40.81,-73.86,14.570909090909094
40.58,-73.74,14.55
40.65,-73.62,14.55
40.72,-73.98,14.513771662252957
40.82,-73.83,14.51
40.99,-74.02,14.5
40.61,-73.78,14.495263157894735
40.6,-73.77,14.487551020408162
40.8,-74.05,14.486666666666666
40.66,-73.94,14.486025641025643
40.61,-74.05,14.46
40.37,-74.68,14.45
40.76,-73.87,14.436929674099488
40.7,-73.94,14.41946025878002
40.12,-72.45,14.402222222222223
40.83,-73.9,14.38779411764706
40.82,-73.92,14.387014492753627
40.69,-73.95,14.377260348583874
40.69,-73.94,14.369234375000001
40.75,-73.91,14.355642540620366
40.65,-73.99,14.305000000000001
40.29,-73.39,14.3
40.64,-74.26,14.3
40.66,-73.59,14.3
40.58,-74.0,14.3
40.68,-73.68,14.3
40.17,-75.5,14.3
40.66,-73.93,14.26592105263158
40.69,-73.96,14.265391437308852
40.73,-73.97,14.248276333789326
40.7,-73.95,14.247112970711298
40.75,-74.01,14.204534646666099
40.6,-73.78,14.199756097560973
40.77,-73.9,14.193010973936902
40.72,-74.0,14.17817116398254
40.69,-73.63,14.174999999999999
41.12,-74.3,14.16
40.29,-74.94,14.16
40.07,-74.03,14.16
36.28,-77.74,14.16
40.66,-73.74,14.140714285714287
40.89,-73.85,14.134444444444444
40.81,-73.93,14.127923387096763
40.87,-73.87,14.107391304347827
40.76,-74.01,14.09275
40.69,-74.19,14.087885402455662
40.87,-73.86,14.077727272727275
40.74,-74.01,14.050173186222352
40.59,-74.0,14.05
40.68,-73.75,14.043999999999997
40.74,-73.72,14.043571428571433
40.81,-73.92,14.034543269230774
40.74,-73.87,14.009061488673142
40.75,-73.9,14.004258463191842
40.28,-73.57,14.0
40.83,-73.88,13.965800000000002
40.76,-73.91,13.962502662406806
40.72,-73.74,13.942857142857141
40.66,-74.02,13.909999999999998
41.34,-73.76,13.9
40.73,-74.01,13.856369002655754
40.88,-73.89,13.834411764705886
40.68,-73.83,13.828695652173913
40.68,-73.93,13.815652985074628
41.26,-73.88,13.8
41.08,-74.05,13.8
40.61,-73.99,13.785238095238093
40.76,-73.98,13.75912238994899
40.81,-73.94,13.72120390455538
40.8,-73.97,13.707610908228721
40.83,-74.0,13.706
40.76,-73.92,13.696462986056058
40.76,-73.88,13.694994266055037
40.66,-73.88,13.688888888888888
40.75,-73.97,13.644978167656314
40.73,-73.68,13.633333333333335
40.71,-73.73,13.633333333333333
40.61,-73.98,13.630697674418604
40.73,-73.98,13.62595212146869
40.78,-73.94,13.611192812461736
40.82,-73.87,13.564761904761905
41.56,-77.99,13.56
36.28,-76.56,13.56
37.04,-75.49,13.56
40.71,-73.88,13.553529411764709
40.72,-74.1,13.552941176470586
40.87,-74.08,13.55
40.79,-74.03,13.55
40.76,-73.99,13.547669069315972
40.76,-74.0,13.541471233992452
40.82,-73.91,13.52982456140351
40.73,-73.73,13.524347826086956
40.91,-73.89,13.5
40.66,-73.92,13.493478260869566
40.71,-73.9,13.490320512820512
40.75,-73.89,13.400066650797449
40.49,-74.16,13.4
40.84,-74.22,13.4
40.61,-73.74,13.398
40.73,-74.0,13.368324399214183
40.83,-73.91,13.365286885245903
40.77,-73.82,13.359999999999998
40.77,-73.95,13.346097555013271
40.84,-73.92,13.337914691943128
40.75,-73.99,13.303090378184386
40.87,-74.24,13.3
41.23,-73.39,13.3
40.79,-73.99,13.270769230769234
40.63,-73.88,13.265
40.74,-73.97,13.263103749817626
40.76,-73.89,13.262094539527295
40.79,-73.94,13.223393229513261
40.8,-73.96,13.221427649551298
40.8,-73.95,13.200769533888842
40.59,-73.74,13.18809523809524
40.6,-74.05,13.186666666666667
40.73,-73.99,13.18660060953023
40.79,-73.95,13.173682595950336
40.77,-73.99,13.151509394107151
40.99,-74.3,13.15
40.82,-73.94,13.140099862258962
40.5,-73.77,13.083333333333334
40.78,-73.95,13.06491028791963
40.67,-74.07,13.037857142857145
40.62,-73.78,13.034791666666665
40.75,-73.98,13.031037617021342
40.9,-73.86,13.03076923076923
40.7,-74.04,13.0
40.66,-73.9,12.975000000000001
40.86,-73.83,12.96357142857143
40.29,-73.85,12.96
40.88,-73.85,12.931875000000003
40.87,-73.88,12.916222222222222
40.78,-73.8,12.907142857142857
40.9,-74.23,12.87
40.76,-73.97,12.868555270216897
40.88,-73.84,12.854285714285712
40.74,-74.0,12.844618272544052
40.81,-73.95,12.843760662628336
40.62,-73.77,12.840000000000002
40.75,-74.0,12.837303715268586
40.8,-73.94,12.812559614963861
40.75,-74.1,12.8
40.77,-73.8,12.8
40.78,-74.1,12.8
40.69,-73.52,12.8
40.68,-73.64,12.8
40.66,-73.67,12.8
40.81,-73.72,12.8
38.3,-71.0,12.8
43.56,-77.95,12.8
40.74,-73.99,12.797292834983121
40.79,-73.9,12.775714285714285
40.77,-73.98,12.737230643019089
40.76,-73.96,12.73691280368196
40.75,-73.88,12.698834469931791
40.75,-73.86,12.681226415094338
40.79,-74.1,12.68
45.82,-75.32,12.63
40.79,-73.96,12.608189392338486
40.74,-73.98,12.605086956637168
40.79,-73.98,12.593878410667992
40.78,-73.99,12.578510854034956
40.7,-73.77,12.525
40.83,-73.96,12.511304347826092
40.57,-74.0,12.495000000000001
40.9,-73.87,12.462105263157893
40.63,-73.98,12.428965517241382
40.78,-73.78,12.425
40.76,-73.53,12.40266666666667
40.84,-73.81,12.36
40.71,-73.33,12.36
40.64,-74.05,12.36
39.89,-73.72,12.36
40.74,-73.82,12.355333333333334
40.79,-73.97,12.333373388542526
40.78,-73.97,12.323969497625948
40.81,-73.87,12.300000000000002
40.9,-74.26,12.3
40.91,-73.79,12.3
40.62,-73.91,12.3
40.49,-73.6,12.3
40.94,-73.25,12.3
40.89,-74.23,12.3
40.76,-72.69,12.3
40.78,-73.98,12.298799958177918
40.62,-73.97,12.215977011494253
40.68,-73.71,12.215
40.91,-74.24,12.2
40.78,-73.42,12.165000000000001
40.61,-74.02,12.133333333333335
40.73,-74.12,12.1
40.94,-73.76,12.05
40.92,-74.07,12.05
41.0,-73.79,12.025
40.75,-73.87,12.004496487119443
40.91,-73.9,11.925882352941176
40.78,-73.96,11.908888471907034
40.84,-73.89,11.892592592592589
40.6,-74.23,11.853636363636365
40.77,-73.96,11.838706797499439
40.49,-73.83,11.8
40.98,-73.83,11.8
39.38,-74.43,11.8
39.98,-74.22,11.8
40.75,-74.08,11.8
41.03,-74.29,11.8
40.61,-73.91,11.8
40.57,-74.09,11.8
40.92,-73.73,11.76
41.51,-72.32,11.76
40.76,-73.94,11.698847716949542
40.63,-73.77,11.642820512820512
40.64,-73.89,11.6125
37.71,-75.32,11.6
40.71,-73.87,11.573846153846155
40.63,-74.12,11.449642857142859
40.63,-73.84,11.42
40.43,-73.44,11.366666666666667
40.57,-73.59,11.3
40.49,-73.95,11.3
40.84,-78.93,11.3
40.66,-73.7,11.3
40.89,-74.55,11.3
37.51,-77.36,11.3
40.69,-73.66,11.262
40.77,-73.97,11.229920399987245
40.76,-73.9,11.193336787564773
37.2,-73.79,11.16
37.43,-70.08,11.16
40.9,-74.05,11.16
41.1,-74.81,11.1
40.68,-73.82,11.091666666666667
40.68,-73.7,11.070625000000005
40.74,-73.79,11.010869565217392
40.61,-73.77,10.983333333333333
40.87,-73.82,10.966666666666667
40.71,-74.24,10.920000000000002
40.89,-74.29,10.826666666666668
39.2,-74.07,10.8
40.66,-73.65,10.8
40.96,-73.76,10.8
40.82,-74.08,10.8
40.89,-74.14,10.8
37.18,-73.8,10.8
43.98,-78.19,10.8
40.73,-73.7,10.8
40.92,-73.86,10.8
41.08,-74.33,10.8
41.32,-73.87,10.8
36.07,-76.32,10.8
40.62,-73.98,10.648253968253968
40.7,-73.96,10.580446808510644
40.3,-75.01,10.56
40.47,-73.51,10.56
40.1,-74.19,10.56
40.68,-74.08,10.56
40.77,-74.18,10.504
40.86,-74.0,10.42
40.56,-74.6,10.4
40.69,-74.06,10.4
49.39,-74.94,10.3
40.66,-73.75,10.3
40.67,-73.69,10.3
40.77,-73.79,10.3
40.78,-73.59,10.3
40.82,-74.16,10.3
41.05,-73.89,10.3
41.12,-74.16,10.3
41.16,-74.27,10.3
41.42,-74.15,10.3
40.79,-73.86,10.27
40.72,-73.76,10.2
40.61,-73.73,10.196250000000001
40.7,-73.78,10.152000000000001
40.9,-73.84,10.05
40.76,-74.06,10.05
40.81,-73.88,10.05
40.64,-73.81,10.05
40.68,-74.44,10.05
40.94,-73.99,10.05
40.59,-73.65,10.0
45.11,-76.84,9.96
40.79,-74.15,9.96
44.18,-75.78,9.96
39.49,-74.21,9.9
40.79,-74.13,9.9
37.24,-74.16,9.874444444444444
40.61,-74.1,9.833333333333334
40.9,-73.9,9.825999999999999
40.8,-73.87,9.8
40.5,-73.86,9.8
40.59,-74.23,9.8
40.69,-73.71,9.8
38.17,-75.06,9.8
40.68,-74.15,9.8
40.98,-72.57,9.8
40.04,-74.6,9.8
40.99,-74.17,9.8
40.56,-73.81,9.8
40.79,-73.91,9.8
48.66,-72.41,9.8
35.29,-76.42,9.8
41.07,-74.37,9.8
40.34,-74.3,9.8
40.7,-74.1,9.780000000000001
39.17,-72.02,9.633333333333335
41.5,-75.0,9.606666666666667
40.83,-73.78,9.581428571428573
40.16,-72.59,9.55
41.39,-74.89,9.459999999999999
40.62,-73.68,9.36
40.15,-74.72,9.36
38.38,-76.42,9.36
35.03,-70.05,9.3
41.41,-74.82,9.3
40.79,-73.79,9.3
40.72,-74.16,9.3
40.79,-73.85,9.3
38.32,-72.39,9.3
40.95,-73.86,9.3
40.82,-74.19,9.3
40.7,-74.31,9.3
40.48,-75.02,9.3
41.11,-74.15,9.05
40.8,-74.04,9.040000000000001
41.1,-73.75,8.925
43.33,-72.9,8.84
40.14,-74.39,8.8
40.64,-74.07,8.8
40.99,-74.23,8.8
40.64,-74.14,8.8
40.92,-73.88,8.8
40.69,-73.76,8.8
40.83,-74.24,8.8
40.81,-73.12,8.8
39.94,-76.98,8.8
40.12,-74.16,8.8
40.95,-73.84,8.8
41.06,-74.09,8.8
40.56,-74.05,8.8
40.96,-73.97,8.8
41.15,-73.97,8.76
40.77,-74.09,8.76
40.53,-73.49,8.76
41.34,-72.95,8.76
41.13,-74.04,8.571428571428571
40.22,-74.34,8.55
45.81,-77.22,8.5
43.9,-72.32,8.5
40.67,-74.04,8.425
40.62,-73.89,8.3
40.4,-74.19,8.3
40.6,-73.93,8.3
41.1,-79.81,8.3
40.38,-72.93,8.3
40.29,-74.5,8.3
40.12,-73.5,8.3
40.62,-73.85,8.3
40.84,-74.88,8.3
40.84,-74.24,8.3
40.84,-74.08,8.3
37.58,-77.25,8.3
40.62,-74.11,8.23
41.12,-73.29,8.16
46.18,-72.09,8.12
40.83,-74.06,8.0
40.87,-73.61,8.0
42.29,-71.75,8.0
40.52,-74.05,7.83
40.61,-74.09,7.800000000000001
40.84,-73.82,7.800000000000001
40.57,-73.47,7.8
42.36,-79.73,7.8
40.62,-74.28,7.8
40.77,-74.2,7.8
38.58,-76.23,7.8
41.01,-73.7,7.8
44.01,-70.2,7.8
36.04,-77.22,7.8
40.67,-73.71,7.8
40.83,-74.11,7.8
40.54,-74.2,7.8
40.68,-74.05,7.65
40.46,-73.81,7.6
37.08,-70.9,7.56
40.68,-74.22,7.56
40.89,-74.22,7.56
39.49,-75.74,7.56
43.23,-76.13,7.55
40.8,-74.09,7.5
40.61,-74.11,7.300000000000001
40.28,-74.58,7.3
40.67,-74.05,7.3
40.92,-74.12,7.3
41.59,-79.88,7.3
40.82,-74.04,7.3
41.34,-73.85,7.3
40.2,-73.89,7.3
40.25,-76.85,7.3
40.77,-73.78,7.3
40.76,-74.43,7.3
36.94,-76.65,7.3
40.39,-73.84,7.3
40.97,-73.49,7.25
40.52,-74.26,7.050000000000001
36.51,-73.25,6.96
35.35,-75.41,6.96
40.19,-73.83,6.96
41.57,-75.09,6.8
40.92,-74.16,6.8
40.54,-75.0,6.8
40.12,-73.99,6.8
40.7,-74.05,6.8
40.96,-74.05,6.8
41.04,-74.22,6.8
40.59,-73.77,6.7228571428571415
41.06,-73.43,6.675
40.58,-74.22,6.4750000000000005
40.57,-73.85,6.43
39.63,-72.65,6.36
40.9,-73.96,6.36
41.34,-73.81,6.32
40.93,-73.9,6.300000000000001
46.79,-74.03,6.3
40.89,-74.04,6.3
40.82,-74.02,6.3
40.6,-73.8,6.3
40.71,-73.76,6.0
41.12,-74.04,5.8
40.47,-74.11,5.8
41.03,-74.37,5.8
40.61,-74.17,5.8
44.35,-71.62,5.8
40.25,-74.13,5.8
41.36,-75.29,5.8
40.67,-73.52,5.8
40.06,-73.34,5.8
40.94,-73.85,5.66
41.14,-73.42,5.64
40.72,-73.57,5.63
41.02,-73.76,5.33
40.74,-74.1,5.3
40.98,-74.51,5.3
40.7,-73.4,5.3
40.91,-73.65,5.3
39.04,-79.88,5.3
40.9,-74.04,5.3
40.63,-74.15,5.3
40.88,-73.09,5.3
42.31,-71.23,5.3
40.53,-73.52,5.3
41.07,-73.71,5.3
40.74,-73.77,5.133333333333333
40.75,-73.72,5.1
40.68,-73.48,4.8
40.72,-73.58,4.8
40.7,-73.72,4.8
45.74,-72.2,4.8
40.69,-74.11,4.8
41.26,-73.64,4.8
48.21,-71.06,4.8
40.59,-74.25,4.8
40.76,-73.52,4.3
41.05,-73.54,4.3
40.54,-74.39,4.3
40.87,-74.38,4.3
40.6,-74.27,4.3
40.97,-74.13,4.3
40.78,-73.66,4.3
40.59,-73.78,4.3
41.23,-73.2,4.3
40.73,-74.28,4.3
41.08,-75.33,4.3
40.94,-74.19,4.3
40.79,-73.39,4.3
40.79,-73.35,4.3
40.4,-74.45,4.3
40.98,-74.3,4.3
40.74,-73.69,4.3
40.57,-73.86,4.3
41.06,-74.14,4.3
40.71,-73.62,4.05
40.55,-74.2,4.05
40.73,-74.22,4.0
40.8,-74.08,4.0
40.78,-73.34,3.9666666666666663
40.68,-74.37,3.9
40.8,-74.15,3.8
40.8,-74.19,3.8
40.8,-73.83,3.8
40.8,-74.35,3.8
40.8,-73.33,3.8
40.79,-73.34,3.8
40.94,-74.18,3.8
41.15,-73.93,3.8
40.77,-73.33,3.8
40.77,-74.29,3.8
40.76,-74.11,3.8
40.83,-74.25,3.8
41.11,-73.49,3.8
41.11,-73.86,3.8
40.83,-73.68,3.8
40.48,-74.43,3.8
40.96,-74.12,3.8
41.04,-73.76,3.8
40.71,-73.43,3.8
40.6,-74.09,3.8
41.01,-73.74,3.8
41.01,-73.85,3.8
40.9,-74.1,3.8
40.69,-73.62,3.8
40.97,-74.04,3.8
40.63,-74.42,3.8
40.63,-74.21,3.8
40.99,-74.04,3.8
40.68,-73.62,3.8
40.64,-73.72,3.8
40.65,-74.22,3.8
40.66,-73.61,3.8
40.9,-73.89,3.8
40.75,-73.53,3.8
40.72,-74.17,3.7999999999999994
